#OTU ID	GW1941	GW1942	GW1944	GW1945	GW1946	GW1947	GW1948	GW1952	GW1953	GW1954	GW1955	GW1957	GW1958	GW1959	GW1964	GW1967	GW1968	GW1969	GW1973	GW1979	GW1982
OTU_1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1244	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	0	0
OTU_1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0
OTU_1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	2	0
OTU_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	66	0	0	0
OTU_1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	3	0	0
OTU_1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
OTU_1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1255	0	0	1	0	0	0	3	0	0	0	0	0	0	0	8	0	1	1	1	0	0
OTU_1256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
OTU_1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0
OTU_1258	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	3	0	1	1	1	0
OTU_1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
OTU_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	38	40	39	4	25	0
OTU_1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	1	2	0	0
OTU_1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0
OTU_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
OTU_1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1269	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	13	2	1	1	4	0
OTU_127	2	2	0	1	3	3	0	4	2	2	2	2	4	0	6	10	7	0	5	3	36
OTU_1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
OTU_1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	1	0	0
OTU_1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	3	3	0	0
OTU_1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	4	0	0	0
OTU_1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_128	64	48	45	5	13	21	22	0	0	0	0	0	0	0	1	0	2	1	0	0	0
OTU_1280	0	0	0	1	0	1	1	0	0	0	0	0	0	0	9	0	7	3	1	1	0
OTU_1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
OTU_1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0
OTU_1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	2	6	1	0
OTU_1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1288	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0
OTU_1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_129	0	0	0	0	0	0	0	28	15	33	40	30	20	23	0	0	0	0	0	0	0
OTU_1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
OTU_1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
OTU_1296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0
OTU_1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0
OTU_1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_13	0	0	0	0	0	0	0	996	556	529	514	688	305	501	0	1	0	0	0	1	0
OTU_130	0	0	2	0	5	0	0	2	1	0	0	0	1	0	15	8	1	0	4	0	15
OTU_1300	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0
OTU_1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0
OTU_1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
OTU_1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0
OTU_1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	1	2	0
OTU_1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	4	1	0
OTU_1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1311	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	2	2	0
OTU_1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	0
OTU_1318	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
OTU_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
OTU_1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0
OTU_1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
OTU_1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	1	0
OTU_1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	2	0
OTU_1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_133	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	61	5	4	1	5	0
OTU_1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	14	0	0
OTU_1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
OTU_1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_134	0	1	2	1	0	0	3	1	0	1	0	0	0	0	21	28	12	5	7	8	0
OTU_1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1344	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	4	3	8	0
OTU_1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	51	1	10	1	0	0
OTU_1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
OTU_1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
OTU_1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	0	0	0
OTU_1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0
OTU_1355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	2	2	0
OTU_1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0
OTU_1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_136	4	27	8	11	0	3	10	8	1	2	0	3	0	2	7	67	123	48	8	16	0
OTU_1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	2	0	0
OTU_1364	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	2	1	0
OTU_1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	1	0
OTU_1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
OTU_1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0
OTU_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0
OTU_1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	2	0
OTU_1371	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
OTU_1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
OTU_1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	0	3	0	0
OTU_1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1376	1	2	1	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0
OTU_1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	0
OTU_1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	3	2	1	1
OTU_138	0	0	0	0	0	0	1	4	0	0	0	0	0	0	34	16	39	28	14	17	0
OTU_1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
OTU_1382	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	2	8	0
OTU_1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
OTU_1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0
OTU_1388	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	1	0	0
OTU_1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
OTU_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	33	26	12	31	0
OTU_1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0
OTU_1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	3	2	0
OTU_1396	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	2	1	0
OTU_1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	4	0	0
OTU_1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_14	37	37	155	37	18	62	55	0	0	0	0	0	0	0	225	1071	64	79	557	209	38
OTU_140	1	0	1	0	0	1	0	0	0	0	0	0	0	0	12	8	27	26	3	0	0
OTU_1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1401	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	1	1	2	1	0	0
OTU_1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	6	0
OTU_1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0
OTU_1405	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	4	0
OTU_1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
OTU_1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	6	9	34	0
OTU_1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0
OTU_1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
OTU_1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
OTU_1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
OTU_1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0
OTU_1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_142	3	16	4	3	0	0	8	0	0	1	2	2	0	1	10	0	6	1	1	1	0
OTU_1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
OTU_1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1426	1	1	0	0	0	1	2	0	0	0	0	0	0	0	3	5	2	1	0	2	0
OTU_1427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0
OTU_1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_143	11	7	17	0	2	3	2	0	0	0	0	0	0	0	6	4	0	0	2	0	4
OTU_1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	3	0
OTU_1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
OTU_1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	5	1	0
OTU_1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1435	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0
OTU_1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_144	0	0	1	18	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0
OTU_1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3	3	3	9	0
OTU_1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
OTU_1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU_1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0
OTU_1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU_1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
OTU_145	14	0	13	5	0	30	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0
OTU_1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
OTU_1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_146	4	1	1	2	3	45	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU_1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
OTU_1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
OTU_1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_147	10	10	8	14	0	22	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
OTU_1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
OTU_1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2
OTU_1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
OTU_1476	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
OTU_1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
OTU_148	0	1	0	0	0	1	0	0	0	0	0	1	0	0	16	1	2	0	4	0	0
OTU_1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	6	0
OTU_1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	6	2	1	2	0
OTU_1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1485	0	1	2	0	0	0	2	2	0	0	0	0	1	0	2	2	3	0	0	0	0
OTU_1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
OTU_1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0
OTU_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0
OTU_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
OTU_1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
OTU_1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	0	0
OTU_1492	1	1	0	1	1	0	0	1	3	0	2	0	1	0	0	4	0	3	1	1	0
OTU_1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
OTU_1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
